MemberID,Name,Gender,Age,City,Height_cm,Weight_Start_kg,Weight_Current_kg,BMI_Start,BMI_Current,MembershipType,MonthlyFee,Goal,WorkoutType,Trainer,SessionsPerWeek,MonthsActive,WeightLoss_kg,SatisfactionScore,Churned,JoinDate
GYM1162,Suresh,Male,29,Pune,165.8,45.6,44.9,16.6,16.3,Elite,5999,Endurance,CrossFit,No Trainer,2,5,0.7,6,0,2023-04-06
GYM1163,Rekha,Female,29,Bangalore,163.6,87.2,82.9,32.6,31.0,Premium,3499,Muscle Gain,Strength,Trainer D,1,33,4.3,2,0,2022-11-08
GYM1164,Ramesh,Male,29,Hyderabad,159.1,108.9,107.4,43.0,42.4,Premium,3499,Muscle Gain,Zumba,Trainer C,3,6,1.5,4,0,2023-07-19
GYM1165,Sneha,Female,32,Coimbatore,157.8,67.4,66.0,27.1,26.5,Premium,3499,General Fitness,Zumba,Trainer B,2,10,1.4,10,0,2023-09-12
GYM1166,Keerthana,Female,26,Coimbatore,153.6,64.6,57.3,27.4,24.3,Basic,999,Weight Loss,Cardio,No Trainer,6,17,7.3,4,0,2023-03-03
GYM1167,Mohan,Male,24,Kolkata,168.9,74.9,66.2,26.3,23.2,Premium,3499,Flexibility,Strength,Trainer D,4,20,8.7,2,0,2022-06-11
GYM1168,Pooja,Female,18,Mumbai,166.7,80.0,80.0,28.8,28.8,Elite,5999,Endurance,Yoga,No Trainer,3,10,0.0,6,0,2024-05-31
GYM1169,Pooja,Female,28,Coimbatore,155.0,48.1,46.9,20.0,19.5,Standard,1999,Flexibility,Yoga,Trainer B,1,30,1.2,5,0,2022-05-25
GYM1170,Arun,Male,20,Pune,182.0,89.2,78.9,26.9,23.8,Premium,3499,Endurance,Strength,Trainer B,5,21,10.3,6,0,2022-06-13
GYM1171,Nisha,Female,39,Delhi,149.0,58.7,56.0,26.4,25.2,Elite,5999,Endurance,CrossFit,Trainer A,4,6,2.7,9,0,2022-09-04
GYM1172,Rajesh,Male,19,Chennai,173.7,75.1,68.2,24.9,22.6,Premium,3499,Weight Loss,Yoga,Trainer D,3,31,6.9,9,1,2022-04-21
GYM1173,Sneha,Female,39,Pune,161.6,60.7,56.9,23.2,21.8,Premium,3499,Flexibility,Yoga,Trainer A,1,26,3.8,10,0,2023-01-07
GYM1174,Divya,Female,21,Kolkata,162.9,72.1,71.3,27.2,26.9,Elite,5999,General Fitness,Zumba,Trainer C,2,8,0.8,2,0,2024-03-24
GYM1175,Nisha,Female,35,Mumbai,148.0,76.1,66.0,34.7,30.1,Premium,3499,Muscle Gain,Zumba,No Trainer,5,26,10.1,1,1,2022-05-21
GYM1176,Bharathi,Female,26,Kolkata,166.4,56.5,53.3,20.4,19.2,Elite,5999,General Fitness,Strength,No Trainer,2,33,3.2,6,0,2022-11-23
GYM1177,Ganesh,Male,18,Hyderabad,172.8,62.6,48.8,21.0,16.3,Premium,3499,General Fitness,Zumba,No Trainer,4,35,13.8,10,0,2024-04-15
GYM1178,Arjun,Male,18,Pune,181.6,80.5,79.8,24.4,24.2,Premium,3499,Weight Loss,Zumba,Trainer C,5,2,0.7,8,0,2023-11-03
GYM1179,Dinesh,Male,26,Kolkata,171.2,77.5,71.8,26.4,24.5,Basic,999,General Fitness,Strength,No Trainer,2,25,5.7,4,1,2023-12-19
GYM1180,Vijay,Male,33,Hyderabad,169.2,73.6,60.7,25.7,21.2,Basic,999,Endurance,CrossFit,Trainer B,6,27,12.9,4,0,2024-03-04
GYM1181,Keerthana,Female,35,Mumbai,144.3,48.8,35.3,23.4,17.0,Basic,999,Muscle Gain,Zumba,Trainer C,5,31,13.5,7,0,2022-06-27
GYM1182,Viji,Female,33,Hyderabad,156.5,65.2,59.7,26.6,24.4,Premium,3499,General Fitness,Swimming,Trainer C,2,31,5.5,4,0,2022-11-02
GYM1183,Suresh,Male,26,Kolkata,161.8,80.4,72.7,30.7,27.8,Premium,3499,Muscle Gain,Yoga,Trainer D,5,23,7.7,5,0,2023-08-11
GYM1184,Viji,Female,36,Bangalore,144.4,77.3,67.5,37.1,32.4,Elite,5999,Flexibility,Yoga,Trainer A,6,19,9.8,2,0,2023-03-29
GYM1185,Saranya,Female,34,Mumbai,165.9,85.0,66.2,30.9,24.1,Elite,5999,Muscle Gain,Zumba,Trainer C,6,36,18.8,5,0,2023-09-23
GYM1186,Vijay,Male,18,Mumbai,157.8,70.5,70.1,28.3,28.2,Basic,999,General Fitness,Swimming,Trainer B,1,4,0.4,7,0,2023-04-29
GYM1187,Vikram,Male,37,Bangalore,162.2,80.2,66.5,30.5,25.3,Standard,1999,Weight Loss,CrossFit,Trainer D,6,31,13.7,4,0,2022-10-22
GYM1188,Meena,Female,25,Mumbai,146.7,53.9,52.1,25.0,24.2,Basic,999,Weight Loss,Zumba,Trainer A,4,12,1.8,3,0,2022-02-07
GYM1189,Bharathi,Female,22,Delhi,166.4,53.6,41.7,19.4,15.1,Elite,5999,Muscle Gain,Cardio,Trainer A,5,20,11.9,10,0,2022-12-10
GYM1190,Deepa,Female,36,Kolkata,159.5,54.7,51.7,21.5,20.3,Elite,5999,Muscle Gain,Yoga,Trainer B,3,8,3.0,3,0,2023-10-26
GYM1191,Saranya,Female,26,Hyderabad,159.0,95.7,93.8,37.9,37.1,Standard,1999,Weight Loss,Yoga,No Trainer,2,13,1.9,10,0,2023-02-20
GYM1192,Nisha,Female,43,Pune,152.4,64.6,60.0,27.8,25.8,Premium,3499,Weight Loss,Swimming,Trainer A,2,12,4.6,8,0,2022-09-12
GYM1193,Suresh,Male,25,Kolkata,182.5,86.5,79.3,26.0,23.8,Elite,5999,Muscle Gain,Yoga,Trainer C,5,20,7.2,10,1,2023-11-01
GYM1194,Saranya,Female,38,Coimbatore,165.8,72.5,71.3,26.4,25.9,Standard,1999,Weight Loss,CrossFit,Trainer C,4,11,1.2,9,0,2023-12-22
GYM1195,Saranya,Female,24,Hyderabad,156.0,64.1,60.8,26.3,25.0,Basic,999,Flexibility,Zumba,Trainer B,2,15,3.3,8,0,2024-02-05
GYM1196,Pooja,Female,33,Mumbai,147.3,69.6,66.3,32.1,30.6,Elite,5999,General Fitness,Strength,No Trainer,5,6,3.3,8,0,2023-01-06
GYM1197,Manoj,Male,37,Mumbai,176.6,88.0,85.7,28.2,27.5,Basic,999,Weight Loss,Zumba,No Trainer,2,10,2.3,6,0,2023-03-29
GYM1198,Vikram,Male,31,Kolkata,154.7,83.2,80.6,34.8,33.7,Standard,1999,General Fitness,Cardio,No Trainer,1,29,2.6,8,0,2023-03-02
GYM1199,Lakshmi,Female,34,Kolkata,147.8,52.0,49.8,23.8,22.8,Basic,999,General Fitness,Swimming,Trainer C,4,2,2.2,5,0,2024-02-03
GYM1200,Rajesh,Male,31,Pune,173.5,78.3,75.5,26.0,25.1,Basic,999,Weight Loss,Yoga,Trainer A,1,35,2.8,2,0,2023-04-29
GYM1201,Suresh,Male,41,Bangalore,163.9,79.2,72.2,29.5,26.9,Elite,5999,Muscle Gain,Swimming,Trainer D,4,24,7.0,8,0,2023-01-22
GYM1202,Divya,Female,27,Coimbatore,155.5,67.7,58.0,28.0,24.0,Standard,1999,Flexibility,Strength,No Trainer,5,26,9.7,3,0,2022-08-17
GYM1203,Praveen,Male,44,Kolkata,160.8,75.8,65.3,29.3,25.3,Basic,999,Flexibility,Swimming,No Trainer,5,28,10.5,7,0,2022-09-11
GYM1204,Anita,Female,46,Mumbai,159.6,77.4,77.4,30.4,30.4,Standard,1999,Flexibility,Swimming,Trainer A,6,3,0.0,7,0,2022-01-17
GYM1205,Vijay,Male,34,Chennai,175.1,79.0,76.8,25.8,25.0,Basic,999,Weight Loss,CrossFit,No Trainer,2,4,2.2,1,0,2022-08-28
GYM1206,Praveen,Male,26,Delhi,179.3,105.6,97.7,32.8,30.4,Basic,999,Muscle Gain,Strength,No Trainer,5,21,7.9,10,0,2024-04-18
GYM1207,Kavya,Female,27,Mumbai,169.6,84.0,83.3,29.2,29.0,Premium,3499,Muscle Gain,CrossFit,Trainer C,1,18,0.7,9,0,2024-06-19
GYM1208,Vikram,Male,27,Kolkata,165.7,61.9,53.3,22.5,19.4,Elite,5999,General Fitness,Cardio,Trainer C,5,25,8.6,6,0,2023-02-23
GYM1209,Suresh,Male,21,Kolkata,161.9,77.6,67.6,29.6,25.8,Elite,5999,Muscle Gain,Strength,Trainer B,6,20,10.0,3,0,2022-03-01
GYM1210,Pooja,Female,47,Mumbai,150.0,76.8,66.6,34.1,29.6,Standard,1999,Endurance,Yoga,Trainer B,6,22,10.2,2,0,2024-05-17
GYM1211,Divya,Female,31,Delhi,163.4,51.5,50.7,19.3,19.0,Standard,1999,Weight Loss,CrossFit,No Trainer,1,3,0.8,4,0,2023-08-25
GYM1212,Mohan,Male,33,Delhi,171.9,81.5,71.6,27.6,24.2,Standard,1999,Flexibility,Cardio,Trainer B,6,13,9.9,2,0,2024-02-12
GYM1213,Viji,Female,25,Mumbai,153.8,57.5,49.7,24.3,21.0,Standard,1999,General Fitness,CrossFit,Trainer B,3,36,7.8,5,0,2023-07-01
GYM1214,Meena,Female,25,Kolkata,167.5,82.0,75.4,29.2,26.9,Premium,3499,Flexibility,CrossFit,Trainer A,3,31,6.6,4,0,2023-02-28
GYM1215,Rajesh,Male,23,Chennai,171.8,71.4,64.0,24.2,21.7,Standard,1999,Muscle Gain,Yoga,No Trainer,3,27,7.4,3,0,2022-08-24
GYM1216,Lakshmi,Female,34,Hyderabad,145.9,83.6,70.7,39.3,33.2,Standard,1999,Endurance,Yoga,Trainer D,4,32,12.9,3,0,2022-12-27
GYM1217,Ramesh,Male,25,Chennai,164.9,81.4,78.5,29.9,28.9,Elite,5999,Muscle Gain,Zumba,Trainer A,6,5,2.9,1,0,2023-02-27
GYM1218,Harish,Male,38,Bangalore,184.1,75.9,66.5,22.4,19.6,Standard,1999,Weight Loss,Cardio,Trainer B,4,33,9.4,6,0,2023-10-16
GYM1219,Rekha,Female,18,Chennai,152.2,64.6,59.7,27.9,25.8,Elite,5999,Weight Loss,Zumba,No Trainer,1,27,4.9,1,0,2022-10-09
GYM1220,Priya,Female,26,Coimbatore,159.8,64.8,61.4,25.4,24.0,Elite,5999,Muscle Gain,Cardio,No Trainer,2,10,3.4,4,0,2022-09-16
GYM1221,Meena,Female,57,Hyderabad,153.8,59.1,49.9,25.0,21.1,Elite,5999,Weight Loss,CrossFit,Trainer D,6,16,9.2,4,0,2024-04-27
GYM1222,Vikram,Male,38,Pune,182.8,85.0,74.0,25.4,22.1,Basic,999,Weight Loss,CrossFit,Trainer D,4,36,11.0,1,0,2023-12-21
GYM1223,Karthik,Male,37,Hyderabad,176.9,87.8,84.3,28.1,26.9,Elite,5999,Endurance,Zumba,Trainer A,1,34,3.5,4,0,2024-06-07
GYM1224,Meena,Female,42,Delhi,167.4,81.6,80.1,29.1,28.6,Basic,999,Weight Loss,Zumba,No Trainer,2,3,1.5,6,1,2022-08-01
GYM1225,Praveen,Male,30,Delhi,169.2,92.5,87.3,32.3,30.5,Elite,5999,Weight Loss,Strength,No Trainer,5,16,5.2,7,0,2023-07-08
GYM1226,Pooja,Female,35,Hyderabad,154.9,65.3,58.9,27.2,24.5,Standard,1999,Weight Loss,Cardio,Trainer A,2,28,6.4,2,0,2024-02-27
GYM1227,Bharathi,Female,33,Delhi,158.4,48.7,44.0,19.4,17.5,Premium,3499,Weight Loss,CrossFit,Trainer D,3,15,4.7,9,0,2023-03-19
GYM1228,Vikram,Male,38,Delhi,185.3,74.3,72.5,21.6,21.1,Elite,5999,Weight Loss,Strength,Trainer A,3,6,1.8,3,0,2024-03-13
GYM1229,Dinesh,Male,34,Hyderabad,180.6,76.9,76.2,23.6,23.4,Elite,5999,Flexibility,Cardio,Trainer A,3,1,0.7,8,0,2022-10-04
GYM1230,Ramesh,Male,38,Pune,169.5,72.6,57.9,25.3,20.2,Basic,999,Muscle Gain,CrossFit,No Trainer,5,36,14.7,7,0,2022-04-02
GYM1231,Nisha,Female,42,Hyderabad,149.8,66.6,61.6,29.7,27.5,Basic,999,General Fitness,CrossFit,Trainer A,4,19,5.0,7,0,2024-01-13
GYM1232,Rajesh,Male,43,Bangalore,155.8,71.3,65.9,29.4,27.1,Standard,1999,Endurance,Strength,Trainer C,3,20,5.4,8,0,2022-06-21
GYM1233,Meena,Female,47,Kolkata,157.5,58.3,52.8,23.5,21.3,Elite,5999,Flexibility,Cardio,Trainer C,2,17,5.5,8,0,2022-07-20
GYM1234,Divya,Female,18,Chennai,140.4,70.3,65.1,35.7,33.0,Standard,1999,Flexibility,CrossFit,Trainer C,3,25,5.2,8,0,2024-04-15
GYM1235,Suresh,Male,21,Mumbai,173.7,80.9,77.9,26.8,25.8,Premium,3499,General Fitness,CrossFit,Trainer C,4,12,3.0,6,0,2023-12-13
GYM1236,Lakshmi,Female,19,Pune,165.0,72.8,71.0,26.7,26.1,Standard,1999,Flexibility,Yoga,Trainer D,1,24,1.8,10,0,2023-07-13
GYM1237,Vikram,Male,50,Mumbai,159.4,59.7,59.1,23.5,23.3,Basic,999,Endurance,CrossFit,Trainer C,4,5,0.6,8,0,2022-11-07
GYM1238,Suresh,Male,31,Pune,169.9,75.1,62.2,26.0,21.5,Standard,1999,Endurance,Cardio,Trainer D,5,31,12.9,7,0,2024-06-09
GYM1239,Nisha,Female,19,Coimbatore,169.6,64.0,58.6,22.2,20.4,Basic,999,Flexibility,Cardio,Trainer B,2,23,5.4,10,1,2023-10-23
GYM1240,Bharathi,Female,35,Coimbatore,161.7,71.8,68.4,27.5,26.2,Premium,3499,Endurance,Cardio,Trainer A,2,17,3.4,9,0,2023-07-26
GYM1241,Mohan,Male,38,Kolkata,178.6,80.4,74.1,25.2,23.2,Premium,3499,Endurance,Swimming,No Trainer,2,33,6.3,6,0,2023-05-10
GYM1242,Suresh,Male,31,Coimbatore,179.5,69.9,61.7,21.7,19.1,Elite,5999,Weight Loss,Swimming,Trainer B,3,23,8.2,6,0,2022-07-31
GYM1243,Anita,Female,31,Kolkata,146.6,66.5,65.8,30.9,30.6,Elite,5999,Weight Loss,Swimming,Trainer D,1,21,0.7,5,1,2023-12-29
GYM1244,Arun,Male,40,Bangalore,162.8,72.6,70.0,27.4,26.4,Premium,3499,Weight Loss,Swimming,Trainer B,2,34,2.6,9,0,2023-07-28
GYM1245,Deepa,Female,27,Bangalore,138.6,46.0,42.8,23.9,22.3,Standard,1999,Endurance,Strength,Trainer D,1,26,3.2,10,0,2023-04-06
GYM1246,Pooja,Female,39,Mumbai,161.4,53.4,50.7,20.5,19.5,Basic,999,Muscle Gain,Yoga,Trainer A,5,7,2.7,3,0,2022-07-21
GYM1247,Divya,Female,31,Hyderabad,148.7,83.0,71.3,37.5,32.2,Premium,3499,Endurance,Zumba,Trainer D,5,26,11.7,2,0,2024-05-15
GYM1248,Lakshmi,Female,29,Coimbatore,158.2,67.5,67.5,27.0,27.0,Standard,1999,Flexibility,Swimming,Trainer B,1,21,0.0,4,0,2022-07-07
GYM1249,Saranya,Female,29,Pune,152.5,53.0,49.8,22.8,21.4,Standard,1999,General Fitness,CrossFit,No Trainer,5,9,3.2,7,0,2023-05-14
GYM1250,Sanjay,Male,49,Delhi,173.1,71.1,63.5,23.7,21.2,Standard,1999,Endurance,Strength,Trainer B,4,21,7.6,10,0,2023-01-03
GYM1251,Mohan,Male,45,Pune,175.4,78.7,69.4,25.6,22.6,Standard,1999,Muscle Gain,Zumba,No Trainer,4,32,9.3,8,0,2024-05-10
GYM1252,Deepa,Female,38,Chennai,161.1,75.7,74.0,29.2,28.5,Standard,1999,Weight Loss,Strength,Trainer C,3,3,1.7,4,0,2022-06-22
GYM1253,Lakshmi,Female,42,Coimbatore,153.7,80.8,73.3,34.2,31.0,Elite,5999,General Fitness,Zumba,Trainer A,5,18,7.5,6,0,2024-02-14
GYM1254,Praveen,Male,52,Mumbai,162.5,98.8,94.7,37.4,35.9,Elite,5999,General Fitness,CrossFit,Trainer A,3,16,4.1,1,0,2022-12-23
GYM1255,Mohan,Male,25,Mumbai,164.1,74.2,62.5,27.6,23.2,Basic,999,Muscle Gain,Swimming,No Trainer,6,23,11.7,10,0,2022-06-19
GYM1256,Praveen,Male,37,Chennai,163.4,77.7,66.1,29.1,24.8,Standard,1999,Muscle Gain,Zumba,Trainer C,3,35,11.6,10,0,2022-11-28
GYM1257,Meena,Female,49,Coimbatore,161.5,65.5,64.4,25.1,24.7,Premium,3499,General Fitness,Strength,Trainer D,3,4,1.1,3,0,2022-05-16
GYM1258,Ramesh,Male,38,Pune,159.8,74.9,68.8,29.3,26.9,Premium,3499,Muscle Gain,CrossFit,Trainer B,6,18,6.1,7,0,2022-03-19
GYM1259,Ganesh,Male,35,Kolkata,173.2,72.2,69.4,24.1,23.1,Premium,3499,Flexibility,CrossFit,Trainer C,6,1,2.8,2,0,2023-04-15
GYM1260,Keerthana,Female,19,Pune,146.3,67.7,61.6,31.6,28.8,Basic,999,General Fitness,Strength,Trainer D,4,14,6.1,5,0,2022-10-18
GYM1261,Nisha,Female,48,Kolkata,154.3,77.9,77.7,32.7,32.6,Standard,1999,General Fitness,Yoga,Trainer A,1,3,0.2,8,1,2024-05-28
GYM1262,Mohan,Male,30,Pune,175.1,85.8,85.0,28.0,27.7,Elite,5999,Weight Loss,Strength,Trainer B,2,20,0.8,5,1,2023-01-05
GYM1263,Divya,Female,46,Chennai,169.0,57.5,52.1,20.1,18.2,Premium,3499,Muscle Gain,CrossFit,Trainer C,4,15,5.4,2,0,2022-01-02
GYM1264,Mohan,Male,36,Mumbai,170.1,71.4,71.4,24.7,24.7,Basic,999,Muscle Gain,Zumba,Trainer D,1,1,0.0,6,0,2024-05-30
GYM1265,Saranya,Female,31,Coimbatore,167.4,71.5,69.2,25.5,24.7,Standard,1999,Endurance,Strength,Trainer D,6,6,2.3,2,0,2023-01-12
GYM1266,Sneha,Female,39,Bangalore,135.2,78.8,78.8,43.1,43.1,Elite,5999,Muscle Gain,Cardio,No Trainer,5,1,0.0,3,0,2024-01-10
GYM1267,Vikram,Male,28,Kolkata,159.0,62.5,59.6,24.7,23.6,Standard,1999,Endurance,Strength,Trainer A,2,7,2.9,2,0,2023-01-29
GYM1268,Pooja,Female,27,Mumbai,160.8,64.4,57.3,24.9,22.2,Premium,3499,Muscle Gain,Yoga,Trainer A,5,16,7.1,10,0,2023-09-15
GYM1269,Bharathi,Female,32,Mumbai,147.7,77.0,72.5,35.3,33.2,Basic,999,Flexibility,Zumba,No Trainer,2,33,4.5,7,0,2022-02-25
GYM1270,Mohan,Male,18,Mumbai,164.6,96.0,92.7,35.4,34.2,Elite,5999,Weight Loss,CrossFit,No Trainer,5,5,3.3,1,0,2022-11-21
GYM1271,Ganesh,Male,28,Bangalore,165.2,74.1,70.2,27.2,25.7,Elite,5999,Flexibility,CrossFit,Trainer A,5,2,3.9,2,1,2022-08-09
GYM1272,Manoj,Male,35,Delhi,171.4,90.4,81.4,30.8,27.7,Basic,999,Endurance,Swimming,No Trainer,4,27,9.0,7,0,2023-07-04
GYM1273,Suresh,Male,29,Coimbatore,166.4,77.1,73.2,27.8,26.4,Basic,999,Flexibility,Zumba,Trainer B,5,10,3.9,6,0,2023-10-12
GYM1274,Suresh,Male,39,Chennai,168.4,86.8,84.7,30.6,29.9,Elite,5999,Muscle Gain,Strength,Trainer A,1,28,2.1,8,0,2022-02-26
GYM1275,Rekha,Female,32,Chennai,142.0,76.0,75.3,37.7,37.3,Standard,1999,Weight Loss,Swimming,Trainer B,2,1,0.7,8,0,2023-06-20
GYM1276,Sneha,Female,41,Delhi,134.8,90.1,89.8,49.6,49.4,Premium,3499,Muscle Gain,Swimming,Trainer A,3,2,0.3,7,0,2022-03-07
GYM1277,Saranya,Female,43,Kolkata,149.7,72.4,72.4,32.3,32.3,Basic,999,Endurance,Zumba,Trainer C,4,4,0.0,10,0,2022-06-11
GYM1278,Bharathi,Female,25,Coimbatore,173.3,62.7,62.3,20.9,20.7,Basic,999,General Fitness,Strength,No Trainer,1,1,0.4,1,1,2023-04-29
GYM1279,Pooja,Female,40,Chennai,162.0,66.8,62.7,25.5,23.9,Standard,1999,Muscle Gain,Zumba,Trainer D,3,15,4.1,4,0,2024-01-08
GYM1280,Meena,Female,56,Hyderabad,157.5,67.4,65.2,27.2,26.3,Basic,999,General Fitness,Cardio,No Trainer,2,4,2.2,4,0,2022-02-17
GYM1281,Divya,Female,43,Delhi,167.5,72.7,62.9,25.9,22.4,Elite,5999,Flexibility,Yoga,Trainer A,4,36,9.8,1,0,2022-10-26
GYM1282,Saranya,Female,48,Hyderabad,148.8,68.6,63.5,31.0,28.7,Standard,1999,Endurance,Zumba,Trainer D,6,13,5.1,9,0,2022-09-09
GYM1283,Arun,Male,31,Mumbai,170.6,81.9,81.0,28.1,27.8,Elite,5999,Weight Loss,Zumba,Trainer C,3,1,0.9,1,0,2023-01-21
GYM1284,Divya,Female,48,Mumbai,161.6,62.1,60.0,23.8,23.0,Standard,1999,General Fitness,CrossFit,Trainer D,2,4,2.1,5,1,2022-08-26
GYM1285,Saranya,Female,43,Coimbatore,148.2,72.2,65.9,32.9,30.0,Premium,3499,Endurance,Zumba,Trainer A,2,33,6.3,7,1,2023-08-05
GYM1286,Ganesh,Male,29,Delhi,179.0,76.2,63.5,23.8,19.8,Standard,1999,Muscle Gain,Yoga,Trainer C,6,26,12.7,6,0,2022-10-06
GYM1287,Karthik,Male,30,Coimbatore,168.1,64.8,63.4,22.9,22.4,Standard,1999,Muscle Gain,Strength,Trainer A,4,11,1.4,8,0,2022-05-04
GYM1288,Bharathi,Female,47,Delhi,151.2,53.1,53.1,23.2,23.2,Standard,1999,Endurance,CrossFit,Trainer C,1,8,0.0,3,0,2022-11-08
GYM1289,Vijay,Male,25,Coimbatore,157.4,97.7,88.8,39.4,35.8,Premium,3499,Muscle Gain,Swimming,Trainer B,4,23,8.9,9,1,2022-11-03
GYM1290,Keerthana,Female,25,Pune,176.0,76.8,71.5,24.8,23.1,Standard,1999,Weight Loss,CrossFit,No Trainer,2,36,5.3,2,0,2024-04-03
GYM1291,Karthik,Male,18,Mumbai,186.3,61.3,57.5,17.7,16.6,Basic,999,Weight Loss,Strength,Trainer B,3,26,3.8,2,0,2022-09-23
GYM1292,Arun,Male,42,Kolkata,187.5,94.6,92.0,26.9,26.2,Basic,999,Muscle Gain,Strength,Trainer A,1,22,2.6,1,0,2022-02-21
GYM1293,Manoj,Male,37,Kolkata,174.8,87.1,82.2,28.5,26.9,Elite,5999,Endurance,Cardio,Trainer D,2,28,4.9,6,0,2022-07-11
GYM1294,Meena,Female,33,Chennai,157.5,56.0,48.7,22.6,19.6,Elite,5999,Muscle Gain,Zumba,No Trainer,6,16,7.3,5,0,2023-07-18
GYM1295,Priya,Female,18,Pune,157.2,53.1,48.5,21.5,19.6,Basic,999,Flexibility,Strength,Trainer D,6,13,4.6,9,0,2024-04-01
GYM1296,Ganesh,Male,33,Kolkata,179.1,89.0,83.4,27.7,26.0,Premium,3499,Endurance,Yoga,No Trainer,3,33,5.6,7,0,2022-01-27
GYM1297,Lakshmi,Female,22,Delhi,165.5,53.2,45.4,19.4,16.6,Standard,1999,Weight Loss,Cardio,Trainer D,3,34,7.8,10,0,2022-06-13
GYM1298,Vijay,Male,37,Chennai,160.3,79.3,75.3,30.9,29.3,Standard,1999,Flexibility,Strength,No Trainer,3,25,4.0,3,0,2023-08-30
GYM1299,Bharathi,Female,25,Chennai,160.6,45.9,41.2,17.8,16.0,Premium,3499,General Fitness,Swimming,Trainer C,5,10,4.7,4,0,2024-04-09
GYM1300,Nisha,Female,31,Kolkata,162.4,67.7,65.0,25.7,24.6,Premium,3499,Muscle Gain,Cardio,Trainer A,2,4,2.7,10,0,2023-06-24
GYM1301,Priya,Female,33,Mumbai,154.6,66.5,62.8,27.8,26.3,Premium,3499,General Fitness,Strength,Trainer C,3,12,3.7,1,1,2023-08-24
GYM1302,Praveen,Male,32,Hyderabad,168.3,69.6,60.2,24.6,21.3,Basic,999,General Fitness,Cardio,Trainer C,5,26,9.4,2,0,2022-11-27
GYM1303,Ramesh,Male,18,Hyderabad,182.0,63.1,60.5,19.0,18.3,Elite,5999,Endurance,Strength,No Trainer,2,23,2.6,10,0,2023-01-23
GYM1304,Saranya,Female,24,Bangalore,165.2,61.5,49.2,22.5,18.0,Premium,3499,Muscle Gain,Swimming,Trainer A,5,26,12.3,1,0,2022-11-22
GYM1305,Vikram,Male,25,Bangalore,170.2,68.0,60.9,23.5,21.0,Basic,999,Endurance,Yoga,Trainer A,3,16,7.1,6,0,2022-04-01
GYM1306,Deepa,Female,20,Mumbai,160.5,72.6,66.5,28.2,25.8,Basic,999,Flexibility,Strength,Trainer A,3,23,6.1,2,0,2022-02-19
GYM1307,Deepa,Female,30,Pune,157.0,65.5,56.5,26.6,22.9,Elite,5999,Muscle Gain,CrossFit,Trainer D,5,23,9.0,7,0,2023-05-06
GYM1308,Ramesh,Male,41,Chennai,185.7,71.3,68.3,20.7,19.8,Elite,5999,Weight Loss,Yoga,Trainer A,3,21,3.0,2,1,2022-06-24
GYM1309,Sneha,Female,31,Coimbatore,178.6,55.4,38.1,17.4,11.9,Basic,999,General Fitness,Yoga,No Trainer,6,31,17.3,1,0,2023-11-01
GYM1310,Rajesh,Male,48,Chennai,163.6,84.8,80.1,31.7,29.9,Elite,5999,Muscle Gain,Cardio,Trainer C,2,14,4.7,7,0,2024-01-10
GYM1311,Rekha,Female,28,Mumbai,156.4,58.0,49.1,23.7,20.1,Premium,3499,Flexibility,Cardio,Trainer A,5,26,8.9,9,0,2022-06-07
GYM1312,Arjun,Male,25,Coimbatore,158.2,78.4,74.6,31.3,29.8,Basic,999,Endurance,Yoga,No Trainer,2,31,3.8,2,1,2022-06-24
GYM1313,Divya,Female,34,Delhi,145.6,69.0,52.4,32.5,24.7,Elite,5999,Weight Loss,CrossFit,Trainer D,6,32,16.6,5,0,2023-07-12
GYM1314,Sneha,Female,18,Hyderabad,161.0,79.7,79.7,30.7,30.7,Premium,3499,Endurance,Strength,Trainer D,3,3,0.0,8,0,2022-08-20
GYM1315,Lakshmi,Female,48,Coimbatore,161.4,56.5,45.4,21.7,17.4,Basic,999,Muscle Gain,Cardio,Trainer C,4,35,11.1,10,0,2022-03-04
GYM1316,Keerthana,Female,37,Kolkata,158.6,71.5,65.4,28.4,26.0,Elite,5999,General Fitness,Zumba,Trainer B,3,31,6.1,2,0,2024-05-24
GYM1317,Sanjay,Male,33,Kolkata,156.7,76.7,75.8,31.2,30.9,Standard,1999,Weight Loss,Strength,Trainer B,2,14,0.9,3,1,2022-03-22
GYM1318,Kavya,Female,24,Delhi,167.9,78.1,75.3,27.7,26.7,Standard,1999,General Fitness,Yoga,Trainer A,4,6,2.8,9,0,2022-11-30
GYM1319,Nisha,Female,21,Pune,155.5,79.6,77.8,32.9,32.2,Elite,5999,Weight Loss,Cardio,Trainer D,2,10,1.8,10,0,2024-02-16
GYM1320,Manoj,Male,55,Coimbatore,171.1,80.3,73.4,27.4,25.1,Basic,999,General Fitness,Yoga,No Trainer,4,23,6.9,5,0,2023-05-13
GYM1321,Priya,Female,33,Pune,156.8,73.5,70.0,29.9,28.5,Standard,1999,Flexibility,Strength,No Trainer,1,26,3.5,7,0,2022-12-06
GYM1322,Arun,Male,24,Hyderabad,157.4,56.0,50.4,22.6,20.3,Elite,5999,Flexibility,Cardio,Trainer C,3,20,5.6,5,0,2024-05-28
GYM1323,Harish,Male,20,Delhi,150.8,82.7,73.9,36.4,32.5,Standard,1999,Muscle Gain,Swimming,Trainer D,3,21,8.8,7,0,2022-04-02
